athlete_id,data_Dorsal entregado,data_LICENCIA,data_Licencia,data_MEDALLA,data_TALLA,data_TIEMPO ESTIMADO,data_Teléfono emergencia,data_birthdate,data_club,data_document,data_e-mail,data_gender,data_name,data_nationality,data_pais,data_phone,data_statusNote,data_surname,event_id,issue_id,race_id,event_std
511301d5-042d-5659-a1cf-c60c69691c0e,,,,,,,,,,,,,,,,,,,independiente,cc022490-265a-11f0-82e6-d96d735b9897,78a14be0-36cc-4ce4-bb5a-b81744a7390e,independiente
511301d5-042d-5659-a1cf-c60c69691c0e,,,,,,,,,,,,,,,,,,,independiente,cc022490-265a-11f0-82e6-d96d735b9897,78a14be0-36cc-4ce4-bb5a-b81744a7390e,independiente
d45dc5e0-486f-58f9-87d2-7d05e42fa831,,,,,,,,,,,,,,,,,,,independiente,e5e69fa0-29c8-11f0-940f-45d3c9c1a3c5,78a14be0-36cc-4ce4-bb5a-b81744a7390e,independiente
d45dc5e0-486f-58f9-87d2-7d05e42fa831,,,,,,,,,,,,,,,,,,,independiente,e5e69fa0-29c8-11f0-940f-45d3c9c1a3c5,78a14be0-36cc-4ce4-bb5a-b81744a7390e,independiente
31266c56-3539-5c16-ad4a-c929f90e9afb,,,,,,,,,,,,,,,,,,,independiente,be259a10-2852-11f0-8c91-072c39e64e95,78a14be0-36cc-4ce4-bb5a-b81744a7390e,independiente
31266c56-3539-5c16-ad4a-c929f90e9afb,,,,,,,,,,,,,,,,,,,independiente,be259a10-2852-11f0-8c91-072c39e64e95,78a14be0-36cc-4ce4-bb5a-b81744a7390e,independiente
58e5141d-141d-5b64-ae8b-3cbdac4997b9,,,,,,,,,,,,,,,,,,,independiente,55889da0-29c8-11f0-940f-45d3c9c1a3c5,78a14be0-36cc-4ce4-bb5a-b81744a7390e,independiente
58e5141d-141d-5b64-ae8b-3cbdac4997b9,,,,,,,,,,,,,,,,,,,independiente,55889da0-29c8-11f0-940f-45d3c9c1a3c5,78a14be0-36cc-4ce4-bb5a-b81744a7390e,independiente
58e5141d-141d-5b64-ae8b-3cbdac4997b9,,,,,,,,,,,,,,,,,,,independiente,68b5ac60-29c8-11f0-940f-45d3c9c1a3c5,78a14be0-36cc-4ce4-bb5a-b81744a7390e,independiente
58e5141d-141d-5b64-ae8b-3cbdac4997b9,,,,,,,,,,,,,,,,,,,independiente,68b5ac60-29c8-11f0-940f-45d3c9c1a3c5,78a14be0-36cc-4ce4-bb5a-b81744a7390e,independiente
2f96ded9-1db9-55dd-ad34-45039f6302d0,,,,,,,,,,,,,,,,,,,independiente,e5122890-265a-11f0-82e6-d96d735b9897,78a14be0-36cc-4ce4-bb5a-b81744a7390e,independiente
2f96ded9-1db9-55dd-ad34-45039f6302d0,,,,,,,,,,,,,,,,,,,independiente,e5122890-265a-11f0-82e6-d96d735b9897,78a14be0-36cc-4ce4-bb5a-b81744a7390e,independiente
35b3cb57-c982-559f-9b1b-4411975ea175,,,,,,,,,,,,,,,,,,,independiente,453813d0-2979-11f0-9d56-197e86cbcceb,78a14be0-36cc-4ce4-bb5a-b81744a7390e,independiente
35b3cb57-c982-559f-9b1b-4411975ea175,,,,,,,,,,,,,,,,,,,independiente,453813d0-2979-11f0-9d56-197e86cbcceb,78a14be0-36cc-4ce4-bb5a-b81744a7390e,independiente
