race_id,splitsMissing,count,pct
78a14be0-36cc-4ce4-bb5a-b81744a7390e,0,1604,58.63
78a14be0-36cc-4ce4-bb5a-b81744a7390e,1,1086,39.69
78a14be0-36cc-4ce4-bb5a-b81744a7390e,2,42,1.54
78a14be0-36cc-4ce4-bb5a-b81744a7390e,3,3,0.11
78a14be0-36cc-4ce4-bb5a-b81744a7390e,7,1,0.04
