athlete_id,event_std,splitsMissing,maxConsecutiveSplitsMissing
6AB2B92B,media,0,0
38C5844D,media,1,1
3DF5F177,media,0,0
B93352D6,media,0,0
121C2CY9,media,1,1
892135DA,media,0,0
FCZ89487,media,0,0
347AC99Z,media,0,0
62ZZ48D9,media,0,0
Y291DA92,media,0,0
YZ5Y6DDB,media,0,0
CC4YY557,media,0,0
68C6BZAF,media,0,0
Z551Z879,media,0,0
6FY3ZCBZ,media,0,0
9C89Y78F,media,0,0
YD376YZZ,media,0,0
7AF53854,media,0,0
DY8C1B9A,media,0,0
277CZ5C6,media,0,0
91Z56283,media,0,0
13Z6BY45,media,0,0
237Y5FYB,media,0,0
FFFF6BB4,media,0,0
57CZZY8Y,media,0,0
YDAF4539,media,0,0
4FB55AY6,media,0,0
Z1B76FY6,media,0,0
A69FCDZ7,media,0,0
CB275118,media,0,0
DZ828ZCA,media,0,0
211DDFD7,media,0,0
39FFY7AC,media,0,0
A14F249C,media,0,0
185ZCA2A,media,0,0
Z9CD324A,media,0,0
28C1C55D,media,1,1
83F7Y348,media,0,0
2A96C4FY,media,0,0
7416555B,media,0,0
L7413986,media,1,1
9Y4CCA4B,media,0,0
FYCAY98D,media,0,0
F2D6B2A3,media,0,0
5241YB4B,media,1,1
FZ9FF3F4,media,0,0
9355346F,media,0,0
9B7Z2ZD8,media,0,0
ZDY85B17,media,0,0
62CAZZD2,media,0,0
43ZBF74Z,media,0,0
2Z167Y4C,media,0,0
CAAD167B,media,0,0
CA17CBB9,media,0,0
1B7Z57Y3,media,0,0
863FC378,media,0,0
24C5BCY8,media,0,0
5C6AYY83,media,0,0
B29Y7FBB,media,0,0
D2ZYZD98,media,0,0
668Z4352,media,0,0
C5Z32552,media,4,2
1Y3F4FF2,media,0,0
2Y73CZY7,media,0,0
5C8CYFFD,media,0,0
ADDB598F,media,0,0
ZF2C1BY5,media,0,0
5Y3743B7,media,0,0
5YF46821,media,0,0
77BZ54FY,media,0,0
9Z1B2D8D,media,0,0
89CDYZY2,media,1,1
73Z3ZDC7,media,0,0
F28476F6,media,1,1
41F6CD6B,media,0,0
3D1Z6FB4,media,0,0
D977A8Z8,media,0,0
4935Z881,media,0,0
33646F31,media,0,0
D8CZFY14,media,0,0
L6377767,media,0,0
CA1Z471F,media,0,0
YZD16DFD,media,0,0
AZ89BDB6,media,0,0
ZZAY7D97,media,0,0
1FBD5949,media,0,0
L5141894,media,0,0
2ZDDA9A3,media,0,0
Y97D71AB,media,0,0
D6Y5821D,media,0,0
C9BCC91Y,media,0,0
9BFCAFZ3,media,0,0
5CF98Y27,media,0,0
Z9F8Z23B,media,0,0
Y1Y8F66A,media,0,0
1C892Y21,media,0,0
FZ52FF9Y,media,0,0
ZZ389B5Y,media,0,0
331Z58ZB,media,0,0
87C2B3CZ,media,0,0
A8A231D7,media,0,0
Z382A97F,media,0,0
F52Y95F1,media,0,0
7C9F12YY,media,0,0
21FC9FYC,media,0,0
AZBDDA76,media,0,0
Z55943A3,media,0,0
11D8D44F,media,0,0
2YY8DD3D,media,0,0
L1627517,media,0,0
751F4FAA,media,0,0
C292ACA3,media,0,0
432B6253,media,0,0
8ZY3A2Z7,media,0,0
BCZ2DA5C,media,0,0
6C9C7C81,media,0,0
C623D573,media,0,0
832BBC26,media,0,0
54BYZCB6,media,0,0
5A544D78,media,0,0
4A2CF7Y3,media,0,0
FA551DZ3,media,0,0
146C67B5,media,0,0
FD5B5763,media,0,0
B5B831FZ,media,0,0
AF981163,media,0,0
6A64YZ3F,media,0,0
8F357F3C,media,0,0
31FZ1841,media,0,0
FA42Y93A,media,0,0
964F8Z2Z,media,0,0
51A682YF,media,0,0
9CB6ACZF,media,0,0
FBBFD1BB,media,0,0
9FD4781D,media,0,0
7B391664,media,0,0
4Z884B55,media,0,0
Z4A96614,media,0,0
3CC12FDY,media,0,0
83DZB9F5,media,0,0
853Y36BA,media,0,0
C7Y2ACZ8,media,0,0
4B3C7YFC,media,0,0
481A9B95,media,0,0
5168181B,media,0,0
D8Y91F21,media,0,0
7ZA78C5Y,media,0,0
Z9Y3AC3Z,media,0,0
D1Y8ZF53,media,0,0
D5D4F5Z5,media,0,0
4C8ZBFZY,media,0,0
F71YYB66,media,0,0
2266C89D,media,0,0
Y1Z3Y9AF,media,0,0
FF8DY4D1,media,0,0
4A86BCF8,media,0,0
L4491742,media,0,0
AB83ZBC2,media,0,0
9C59Z6FC,media,0,0
43Z9FZB3,media,0,0
AD3Y3F16,media,0,0
43FZ87Y4,media,0,0
29C2BC79,media,0,0
BF4Y4C9Z,media,0,0
4BD73D93,media,0,0
8CZZ83D9,media,0,0
51B6DZBB,media,0,0
B314DB73,media,0,0
3F1DZC7F,media,0,0
B7312B8F,media,0,0
9YC62C21,media,0,0
6F2A8Y61,media,3,2
81DD1C3A,media,0,0
YY9857Y4,media,0,0
Y6Z1B4A4,media,0,0
49YFYDDF,media,0,0
BC6DZ63Z,media,0,0
5741BY15,media,0,0
8A1D286D,media,0,0
Z7924ZA4,media,0,0
16Y2CC46,media,0,0
7YB83491,media,0,0
472386DC,media,0,0
2Y37F5CA,media,0,0
5956CDC9,media,0,0
B8AB65ZB,media,0,0
C1415889,media,0,0
C5ZCY5B7,media,0,0
51B51F81,media,0,0
F99111DD,media,0,0
AZ917F58,media,0,0
D667899D,media,0,0
3D3Y68D3,media,0,0
217B2339,media,0,0
1DZ945Z1,media,0,0
F88Z95C2,media,0,0
3F8DAZ57,media,0,0
F7242A19,media,0,0
74FCD46F,media,0,0
2YY3826F,media,0,0
95FA37B1,media,0,0
63B7F1A1,media,0,0
C4A43113,media,0,0
182ZZZF9,media,0,0
357ZC986,media,0,0
BZY4F4C4,media,0,0
6DC8B614,media,0,0
45B6Y54C,media,0,0
