athlete_id,race_id,split,fold,valor_real,valor_imputado,abs_error,race_athlete_id,gender,age,age_group,rel_error,rel_error_pct
46C28YZ7,49603c2f-1b2b-457f-b82e-fed8bded1d3d,Meta,3,1644.1949999999997,579.9656,1064.2294238281247,46C28YZ7_49603c2f-1b2b-457f-b82e-fed8bded1d3d,0.0,30.8145106091718,30-40,0.6472647241846984,64.72647241846984
AFCYZA51,49603c2f-1b2b-457f-b82e-fed8bded1d3d,Meta,3,1734.7749999999996,866.5803,868.1946777343746,AFCYZA51_49603c2f-1b2b-457f-b82e-fed8bded1d3d,0.0,55.110198494182065,50-60,0.5004652921755902,50.04652921755902
171DFZY3,49603c2f-1b2b-457f-b82e-fed8bded1d3d,Meta,4,1309.027,632.45166,676.57533984375,171DFZY3_49603c2f-1b2b-457f-b82e-fed8bded1d3d,0.0,18.99794661190965,<20,0.5168536167144729,51.685361671447296
58DC82C2,49603c2f-1b2b-457f-b82e-fed8bded1d3d,Meta,4,676.4179999999997,1466.8682,790.4501640625003,58DC82C2_49603c2f-1b2b-457f-b82e-fed8bded1d3d,1.0,24.134154688569474,20-30,-1.16858238972635,116.85823897263501
7YYYYD86,49603c2f-1b2b-457f-b82e-fed8bded1d3d,Meta,4,784.4290000000001,1430.0631,645.6341103515624,7YYYYD86_49603c2f-1b2b-457f-b82e-fed8bded1d3d,0.0,60.02464065708419,60+,-0.8230625200349552,82.30625200349552
85A35C6C,49603c2f-1b2b-457f-b82e-fed8bded1d3d,Meta,4,533.5319999999992,1061.0339,527.5019355468758,85A35C6C_49603c2f-1b2b-457f-b82e-fed8bded1d3d,0.0,22.05612594113621,20-30,-0.9886978373521713,98.86978373521713
9AY83525,49603c2f-1b2b-457f-b82e-fed8bded1d3d,Meta,4,719.6720000000005,1127.1664,407.494381835937,9AY83525_49603c2f-1b2b-457f-b82e-fed8bded1d3d,0.0,19.1129363449692,<20,-0.5662223641738381,56.62223641738381
CYZAYCA2,49603c2f-1b2b-457f-b82e-fed8bded1d3d,Meta,4,869.0990000000002,1464.4236,595.3245839843748,CYZAYCA2_49603c2f-1b2b-457f-b82e-fed8bded1d3d,0.0,30.888432580424368,30-40,-0.684990528466129,68.4990528466129
Y73F5B2A,49603c2f-1b2b-457f-b82e-fed8bded1d3d,Meta,4,640.5160000000014,1123.1655,482.64952734374856,Y73F5B2A_49603c2f-1b2b-457f-b82e-fed8bded1d3d,0.0,24.23271731690623,20-30,-0.7535323498401525,75.35323498401524
YZC594Z5,49603c2f-1b2b-457f-b82e-fed8bded1d3d,Meta,4,709.273000000001,1403.3276,694.054636718749,YZC594Z5_49603c2f-1b2b-457f-b82e-fed8bded1d3d,1.0,38.92402464065709,30-40,-0.9785437141131894,97.85437141131894
Z21CD4YZ,49603c2f-1b2b-457f-b82e-fed8bded1d3d,Meta,4,2298.018,1025.3081,1272.70989453125,Z21CD4YZ_49603c2f-1b2b-457f-b82e-fed8bded1d3d,0.0,21.360711841204655,20-30,0.5538293842682784,55.38293842682784
