================================================================================
=== Estadísticas descriptivas: Conjunto completo ===
================================================================================

                               count                           mean                            min                            25%                            50%                            75%                            max       std
pace_mean_20K             2050.0000                         4.2078                         3.8505                         3.9824                         4.1221                         4.3290                         5.6506   0.2949
pace_std_20K              2050.0000                         0.0344                         0.0012                         0.0203                         0.0291                         0.0403                         2.4156   0.0565
pace_cv_20K               2050.0000                         0.0081                         0.0003                         0.0048                         0.0070                         0.0096                         0.4475   0.0108
pace_mean_Media           2050.0000                         4.1315                         3.6940                         3.9126                         4.0498                         4.2504                         5.5495   0.2889
pace_std_Media            2050.0000                         0.1577                         0.0561                         0.1395                         0.1530                         0.1696                         2.2490   0.0549
pace_cv_Media             2050.0000                         0.0381                         0.0146                         0.0343                         0.0371                         0.0402                         0.4422   0.0112
pace_mean_25K             2050.0000                         4.1601                         3.7781                         3.9425                         4.0804                         4.2792                         5.5894   0.2876
pace_std_25K              2050.0000                         0.1611                         0.0787                         0.1457                         0.1560                         0.1683                         2.0754   0.0519
pace_cv_25K               2050.0000                         0.0387                         0.0187                         0.0356                         0.0375                         0.0400                         0.4193   0.0109
pace_mean_30K             2050.0000                         4.1576                         3.8097                         3.9451                         4.0782                         4.2740                         5.5994   0.2848
pace_std_30K              2050.0000                         0.1531                         0.0761                         0.1366                         0.1464                         0.1588                         1.9454   0.0521
pace_cv_30K               2050.0000                         0.0368                         0.0185                         0.0333                         0.0352                         0.0378                         0.4031   0.0113
pace_mean_35K             2050.0000                         4.1510                         3.8317                         3.9408                         4.0657                         4.2675                         5.6151   0.2816
pace_std_35K              2050.0000                         0.1511                         0.0789                         0.1299                         0.1403                         0.1560                         1.8411   0.0561
pace_cv_35K               2050.0000                         0.0364                         0.0193                         0.0318                         0.0338                         0.0372                         0.3900   0.0124
pace_mean_40K             2050.0000                         4.1351                         3.8070                         3.9286                         4.0424                         4.2555                         5.6243   0.2775
pace_std_40K              2050.0000                         0.1585                         0.0836                         0.1275                         0.1396                         0.1622                         1.7573   0.0690
pace_cv_40K               2050.0000                         0.0383                         0.0205                         0.0312                         0.0339                         0.0388                         0.3801   0.0157
pace_mean_Meta            2050.0000                         4.1274                         3.8319                         3.9245                         4.0354                         4.2500                         5.6149   0.2736
pace_std_Meta             2050.0000                         0.1651                         0.0795                         0.1269                         0.1417                         0.1715                         1.6873   0.0782
pace_cv_Meta              2050.0000                         0.0400                         0.0195                         0.0311                         0.0346                         0.0413                         0.3719   0.0182
fatigue_5K                2050.0000                         1.0000                         1.0000                         1.0000                         1.0000                         1.0000                         1.0000   0.0000
fatigue_10K               2050.0000                         1.0027                         0.9319                         0.9988                         1.0022                         1.0063                         1.4446   0.0118
fatigue_15K               2050.0000                         0.9958                         0.7129                         0.9919                         0.9963                         1.0002                         1.0424   0.0101
fatigue_20K               2050.0000                         1.0032                         0.7814                         0.9984                         1.0037                         1.0082                         1.0489   0.0104
fatigue_Media             2050.0000                         0.9261                         0.7103                         0.9209                         0.9273                         0.9329                         1.1385   0.0150
fatigue_25K               2050.0000                         1.0346                         0.6164                         1.0303                         1.0367                         1.0419                         1.1114   0.0192
fatigue_30K               2050.0000                         0.9967                         0.7078                         0.9911                         1.0015                         1.0089                         1.0550   0.0229
fatigue_35K               2050.0000                         0.9891                         0.7735                         0.9781                         0.9970                         1.0079                         1.3310   0.0330
fatigue_40K               2050.0000                         0.9695                         0.6112                         0.9521                         0.9783                         0.9983                         1.1060   0.0462
fatigue_Meta              2050.0000                         0.9834                         0.5248                         0.9561                         0.9890                         1.0190                         1.2053   0.0552
ratio_time_total_5K       2050.0000                         0.1172                         0.0982                         0.1159                         0.1175                         0.1189                         0.1381   0.0029
ratio_time_total_10K      2050.0000                         0.1165                         0.0531                         0.1155                         0.1170                         0.1182                         0.1244   0.0030
ratio_time_total_15K      2050.0000                         0.1176                         0.1020                         0.1167                         0.1180                         0.1190                         0.1277   0.0024
ratio_time_total_20K      2050.0000                         0.1166                         0.1014                         0.1156                         0.1169                         0.1180                         0.1266   0.0023
ratio_time_total_Media    2050.0000                         0.0257                         0.0195                         0.0255                         0.0257                         0.0260                         0.0358   0.0006
ratio_time_total_25K      2050.0000                         0.0915                         0.0801                         0.0908                         0.0916                         0.0923                         0.1494   0.0022
ratio_time_total_30K      2050.0000                         0.1188                         0.1040                         0.1178                         0.1186                         0.1194                         0.1636   0.0024
ratio_time_total_35K      2050.0000                         0.1199                         0.0807                         0.1182                         0.1192                         0.1207                         0.1487   0.0033
ratio_time_total_40K      2050.0000                         0.1230                         0.1076                         0.1195                         0.1217                         0.1248                         0.1841   0.0059
ratio_time_total_Meta     2050.0000                         0.0534                         0.0428                         0.0513                         0.0529                         0.0548                         0.0963   0.0034
PCA1                      2050.0000                        -4.6101                        -7.9904                        -5.0248                        -4.3676                        -4.0070                        -3.6675   0.7640
PCA2                      2050.0000                         0.1216                        -0.5331                        -0.0949                         0.0757                         0.2615                         2.6880   0.3149
PCA3                      2050.0000                        -0.2297                        -0.9482                        -0.3056                        -0.2294                        -0.1582                         1.2911   0.1420
tiempo_total              2050.0000                     10207.1496                      7453.9380                      9873.5410                     10405.8465                     10685.1735                     10982.5900 613.0578
pace                      2050.0000                         2.0752                         1.9210                         1.9745                         2.0275                         2.1368                         2.8304   0.1378
delta_inicio_fin          2050.0000                        -0.1430                        -2.6354                        -0.2854                        -0.1066                         0.0497                         0.9220   0.3087
concavidad                2050.0000                         0.3028                        -0.9845                         0.2257                         0.3122                         0.3961                         1.3835   0.1543
TSNE1                     2050.0000                       -77.5974                       -99.7953                       -91.7457                       -76.8822                       -65.6737                       -48.3224  14.6400
TSNE2                     2050.0000                        41.6265                       -10.4318                        27.1115                        45.1359                        59.9199                        74.9592  22.1910


================================================================================
=== Estadísticas descriptivas: Top 200 ===
================================================================================

                             count                           mean                            min                            25%                            50%                            75%                            max      std
5K                        200.0000                      1031.9511                       882.0910                      1005.0127                      1040.1460                      1068.6062                      1134.1650  56.2590
10K                       200.0000                      1030.7035                       883.1430                      1008.9435                      1042.8085                      1067.8930                      1120.7080  55.2311
15K                       200.0000                      1037.9618                       890.8500                      1005.2682                      1051.4860                      1082.0925                      1127.0710  56.1318
20K                       200.0000                      1029.7245                       879.7970                      1010.9745                      1041.5995                      1067.6830                      1107.6910  54.0188
Media                     200.0000                       227.5806                       193.4920                       223.0457                       230.7190                       236.0520                       246.0160  12.2950
25K                       200.0000                       810.1863                       690.9990                       791.6377                       823.6395                       840.9467                       870.7490  43.0449
30K                       200.0000                      1049.4600                       882.8720                      1017.6985                      1062.1600                      1092.1775                      1175.8600  56.6703
35K                       200.0000                      1060.5264                       872.7270                      1028.6682                      1071.2285                      1098.9175                      1246.0810  62.9602
40K                       200.0000                      1084.4445                       873.2520                      1046.4985                      1090.5025                      1119.3987                      1317.9720  70.8505
Meta                      200.0000                       477.4957                       387.9230                       457.0153                       476.4805                       493.5457                       640.5080  37.8252
rawTime_5K                     200  2025-03-16 07:48:35.438060288  2025-03-16 07:45:59.223000064  2025-03-16 07:48:02.272249856  2025-03-16 07:48:43.661000192  2025-03-16 07:49:16.155000064  2025-03-16 07:50:38.545999872      NaN
rawTime_10K                    200  2025-03-16 08:05:46.141540096  2025-03-16 08:00:43.136999936  2025-03-16 08:04:33.630749952  2025-03-16 08:06:04.264499968  2025-03-16 08:06:56.549499904     2025-03-16 08:09:02.152000      NaN
rawTime_15K                    200  2025-03-16 08:23:04.103309824  2025-03-16 08:15:34.969999872  2025-03-16 08:21:17.149750016  2025-03-16 08:23:30.150000128  2025-03-16 08:25:00.177249792  2025-03-16 08:27:49.223000064      NaN
rawTime_20K                    200  2025-03-16 08:40:13.827785472     2025-03-16 08:30:15.800000  2025-03-16 08:38:13.589750016  2025-03-16 08:40:49.091500032  2025-03-16 08:42:48.552750080  2025-03-16 08:46:10.803000064      NaN
rawTime_Media                  200  2025-03-16 08:44:01.408359680  2025-03-16 08:33:30.820999936  2025-03-16 08:41:56.888999936  2025-03-16 08:44:37.819500032  2025-03-16 08:46:48.455000064  2025-03-16 08:50:10.982000128      NaN
rawTime_25K                    200  2025-03-16 08:57:31.594660352     2025-03-16 08:45:02.400000     2025-03-16 08:55:25.040000  2025-03-16 08:58:21.390000128  2025-03-16 09:00:51.822499840  2025-03-16 09:04:30.230000128      NaN
rawTime_30K                    200  2025-03-16 09:15:01.054660352     2025-03-16 08:59:45.640000  2025-03-16 09:12:56.969500160  2025-03-16 09:16:05.424999936     2025-03-16 09:19:14.040000  2025-03-16 09:23:07.649999872      NaN
rawTime_35K                    200  2025-03-16 09:32:41.581054976  2025-03-16 09:14:18.996999936  2025-03-16 09:29:49.071750144  2025-03-16 09:34:01.784999936  2025-03-16 09:37:39.334249984     2025-03-16 09:41:27.560000      NaN
rawTime_40K                    200  2025-03-16 09:50:46.025570304  2025-03-16 09:28:52.291000064     2025-03-16 09:47:34.876000  2025-03-16 09:52:47.433999872  2025-03-16 09:56:18.727749888  2025-03-16 09:59:44.337999872      NaN
rawTime_Meta                   200  2025-03-16 09:58:43.521285120  2025-03-16 09:35:29.209999872  2025-03-16 09:55:17.174000128  2025-03-16 10:00:45.111499776  2025-03-16 10:04:21.433249792  2025-03-16 10:07:40.840999936      NaN
gender                    200.0000                         0.0500                         0.0000                         0.0000                         0.0000                         0.0000                         1.0000   0.2185
age                       200.0000                        35.1566                        19.9206                        30.2136                        35.0144                        39.7645                        53.0376   7.2351
total_time_sec            200.0000                      8840.0343                      7453.9380                      8641.0015                      8962.0040                      9180.9652                      9357.8170 452.5312
pace_5K                   200.0000                         4.8605                         4.4085                         4.6790                         4.8070                         4.9751                         5.6683   0.2830
pace_10K                  200.0000                         4.8659                         4.4615                         4.6821                         4.7947                         4.9559                         5.6616   0.2794
pace_15K                  200.0000                         4.8321                         4.4363                         4.6207                         4.7552                         4.9738                         5.6126   0.2796
pace_20K                  200.0000                         4.8700                         4.5139                         4.6830                         4.8003                         4.9457                         5.6831   0.2747
pace_Media                200.0000                         4.4078                         4.0648                         4.2364                         4.3343                         4.4834                         5.1682   0.2562
pace_25K                  200.0000                         4.9521                         4.5937                         4.7565                         4.8565                         5.0528                         5.7887   0.2840
pace_30K                  200.0000                         4.7793                         4.2522                         4.5780                         4.7074                         4.9130                         5.6633   0.2798
pace_35K                  200.0000                         4.7322                         4.0126                         4.5499                         4.6675                         4.8607                         5.7292   0.2993
pace_40K                  200.0000                         4.6309                         3.7937                         4.4667                         4.5850                         4.7778                         5.7257   0.3128
pace_Meta                 200.0000                         4.6247                         3.4270                         4.4474                         4.6067                         4.8029                         5.6583   0.3555
inc_5K_10K                200.0000                        -1.2476                       -35.7730                        -8.7587                        -1.3345                         5.7188                        35.7070  11.1121
inc_10K_15K               200.0000                         7.2583                       -17.5770                         2.7185                         6.3750                        10.3943                        52.0960   8.7779
inc_15K_20K               200.0000                        -8.2373                       -56.2380                       -12.4875                        -7.2915                        -4.9905                        42.0760  11.1740
inc_20K_Media             200.0000                      -802.1439                      -865.7340                      -831.4405                      -810.8990                      -784.2370                      -677.6780  41.9716
inc_Media_25K             200.0000                       582.6057                       495.9930                       567.1397                       592.8185                       603.1172                       628.5680  31.1473
inc_25K_30K               200.0000                       239.2737                       190.8210                       228.6848                       239.8900                       251.8005                       319.4550  19.1321
inc_30K_35K               200.0000                        11.0664                       -46.7970                        -3.7548                         5.0640                        18.0740                       260.3510  28.3399
inc_35K_40K               200.0000                        23.9181                      -209.6220                         7.4317                        19.4495                        35.1363                       237.6590  39.7636
inc_40K_Meta              200.0000                      -606.9488                      -728.0670                      -631.0830                      -611.1510                      -586.0217                      -476.3330  41.0710
delta_pace_5K_pace_10K    200.0000                         0.0054                        -0.1802                        -0.0264                         0.0062                         0.0387                         0.1508   0.0507
delta_pace_10K_pace_15K   200.0000                        -0.0338                        -0.2338                        -0.0496                        -0.0287                        -0.0133                         0.0871   0.0403
delta_pace_15K_pace_20K   200.0000                         0.0378                        -0.1942                         0.0227                         0.0340                         0.0576                         0.2710   0.0524
delta_pace_20K_pace_Media 200.0000                        -0.4622                        -0.7691                        -0.4837                        -0.4587                        -0.4382                        -0.2852   0.0481
delta_pace_Media_pace_25K 200.0000                         0.5443                         0.2831                         0.5034                         0.5531                         0.5845                         0.6646   0.0599
delta_pace_25K_pace_30K   200.0000                        -0.1728                        -0.4786                        -0.2037                        -0.1614                        -0.1297                        -0.0298   0.0712
delta_pace_30K_pace_35K   200.0000                        -0.0471                        -1.0598                        -0.0822                        -0.0241                         0.0165                         0.2016   0.1202
delta_pace_35K_pace_40K   200.0000                        -0.1014                        -0.8346                        -0.1585                        -0.0828                        -0.0318                         0.8115   0.1590
delta_pace_40K_pace_Meta  200.0000                        -0.0062                        -0.4759                        -0.0689                         0.0190                         0.1025                         0.3584   0.1554
dist_acum_5K              200.0000                      5000.0000                      5000.0000                      5000.0000                      5000.0000                      5000.0000                      5000.0000   0.0000
dist_acum_10K             200.0000                     10000.0000                     10000.0000                     10000.0000                     10000.0000                     10000.0000                     10000.0000   0.0000
dist_acum_15K             200.0000                     15000.0000                     15000.0000                     15000.0000                     15000.0000                     15000.0000                     15000.0000   0.0000
dist_acum_20K             200.0000                     20000.0000                     20000.0000                     20000.0000                     20000.0000                     20000.0000                     20000.0000   0.0000
dist_acum_Media           200.0000                     21000.0000                     21000.0000                     21000.0000                     21000.0000                     21000.0000                     21000.0000   0.0000
dist_acum_25K             200.0000                     25000.0000                     25000.0000                     25000.0000                     25000.0000                     25000.0000                     25000.0000   0.0000
dist_acum_30K             200.0000                     30000.0000                     30000.0000                     30000.0000                     30000.0000                     30000.0000                     30000.0000   0.0000
dist_acum_35K             200.0000                     35000.0000                     35000.0000                     35000.0000                     35000.0000                     35000.0000                     35000.0000   0.0000
dist_acum_40K             200.0000                     40000.0000                     40000.0000                     40000.0000                     40000.0000                     40000.0000                     40000.0000   0.0000
dist_acum_Meta            200.0000                     42195.0000                     42195.0000                     42195.0000                     42195.0000                     42195.0000                     42195.0000   0.0000
time_acum_5K              200.0000                      1031.9511                       882.0910                      1005.0127                      1040.1460                      1068.6062                      1134.1650  56.2590
time_acum_10K             200.0000                      2062.6545                      1766.0870                      1997.2903                      2084.0855                      2132.0763                      2243.7210 110.9397
time_acum_15K             200.0000                      3100.6163                      2657.8380                      2997.4538                      3130.3995                      3212.0195                      3361.5940 166.5439
time_acum_20K             200.0000                      4130.3408                      3539.5170                      4014.3645                      4168.9640                      4285.4703                      4463.1740 219.6858
time_acum_Media           200.0000                      4357.9214                      3734.0190                      4237.6437                      4397.7115                      4524.9192                      4705.9790 231.6826
time_acum_25K             200.0000                      5168.1077                      4425.9750                      5045.2035                      5222.0525                      5366.1497                      5575.1240 273.3798
time_acum_30K             200.0000                      6217.5677                      5310.3680                      6097.0755                      6287.1080                      6451.1483                      6685.9940 326.3218
time_acum_35K             200.0000                      7278.0941                      6183.7250                      7112.2418                      7361.9635                      7572.8035                      7789.1140 378.6597
time_acum_40K             200.0000                      8362.5386                      7057.0190                      8177.6888                      8480.0055                      8697.1750                      8876.7090 430.0464
time_acum_Meta            200.0000                      8840.0343                      7453.9380                      8641.0015                      8962.0040                      9180.9652                      9357.8170 452.5312
pace_mean_5K              200.0000                         4.8605                         4.4085                         4.6790                         4.8070                         4.9751                         5.6683   0.2830
pace_std_5K               200.0000                         0.0000                         0.0000                         0.0000                         0.0000                         0.0000                         0.0000   0.0000
pace_cv_5K                200.0000                         0.0000                         0.0000                         0.0000                         0.0000                         0.0000                         0.0000   0.0000
pace_mean_10K             200.0000                         4.8632                         4.4574                         4.6904                         4.7983                         5.0070                         5.6622   0.2801
pace_std_10K              200.0000                         0.0195                         0.0000                         0.0066                         0.0158                         0.0266                         0.0901   0.0164
pace_cv_10K               200.0000                         0.0041                         0.0000                         0.0014                         0.0033                         0.0056                         0.0179   0.0034
pace_mean_15K             200.0000                         4.8529                         4.4623                         4.6706                         4.7922                         5.0044                         5.6438   0.2792
pace_std_15K              200.0000                         0.0272                         0.0024                         0.0147                         0.0221                         0.0366                         0.1246   0.0178
pace_cv_15K               200.0000                         0.0056                         0.0005                         0.0031                         0.0047                         0.0076                         0.0260   0.0037
pace_mean_20K             200.0000                         4.8571                         4.4814                         4.6674                         4.7974                         4.9825                         5.6506   0.2771
pace_std_20K              200.0000                         0.0316                         0.0046                         0.0184                         0.0253                         0.0401                         0.1133   0.0199
pace_cv_20K               200.0000                         0.0065                         0.0009                         0.0038                         0.0052                         0.0085                         0.0235   0.0041
pace_mean_Media           200.0000                         4.7673                         4.4085                         4.5723                         4.7128                         4.8804                         5.5495   0.2720
pace_std_Media            200.0000                         0.1828                         0.1230                         0.1704                         0.1810                         0.1928                         0.3004   0.0237
pace_cv_Media             200.0000                         0.0384                         0.0271                         0.0356                         0.0376                         0.0406                         0.0559   0.0045
pace_mean_25K             200.0000                         4.7981                         4.4408                         4.6112                         4.7332                         4.8919                         5.5894   0.2728
pace_std_25K              200.0000                         0.1827                         0.1329                         0.1704                         0.1823                         0.1925                         0.2820   0.0186
pace_cv_25K               200.0000                         0.0381                         0.0291                         0.0357                         0.0377                         0.0398                         0.0515   0.0033
pace_mean_30K             200.0000                         4.7954                         4.4494                         4.6107                         4.7231                         4.8758                         5.5994   0.2715
pace_std_30K              200.0000                         0.1723                         0.1232                         0.1608                         0.1709                         0.1821                         0.3392   0.0220
pace_cv_30K               200.0000                         0.0359                         0.0269                         0.0336                         0.0353                         0.0375                         0.0630   0.0040
pace_mean_35K             200.0000                         4.7875                         4.4598                         4.5964                         4.7161                         4.8793                         5.6151   0.2696
pace_std_35K              200.0000                         0.1695                         0.1162                         0.1539                         0.1645                         0.1767                         0.4153   0.0331
pace_cv_35K               200.0000                         0.0354                         0.0254                         0.0320                         0.0341                         0.0370                         0.0786   0.0064
pace_mean_40K             200.0000                         4.7701                         4.4794                         4.5738                         4.6904                         4.8685                         5.6243   0.2659
pace_std_40K              200.0000                         0.1768                         0.1096                         0.1497                         0.1631                         0.1829                         0.4907   0.0498
pace_cv_40K               200.0000                         0.0371                         0.0239                         0.0312                         0.0340                         0.0388                         0.0948   0.0100
pace_mean_Meta            200.0000                         4.7556                         4.4767                         4.5653                         4.6833                         4.8518                         5.6149   0.2622
pace_std_Meta             200.0000                         0.1866                         0.1043                         0.1476                         0.1611                         0.1935                         0.5353   0.0703
pace_cv_Meta              200.0000                         0.0392                         0.0228                         0.0310                         0.0340                         0.0402                         0.1149   0.0146
fatigue_5K                200.0000                         1.0000                         1.0000                         1.0000                         1.0000                         1.0000                         1.0000   0.0000
fatigue_10K               200.0000                         1.0006                         0.9821                         0.9972                         1.0007                         1.0042                         1.0164   0.0053
fatigue_15K               200.0000                         0.9957                         0.9638                         0.9926                         0.9968                         0.9997                         1.0130   0.0060
fatigue_20K               200.0000                         1.0027                         0.9712                         0.9996                         1.0037                         1.0059                         1.0344   0.0083
fatigue_Media             200.0000                         0.9246                         0.8911                         0.9199                         0.9257                         0.9305                         0.9535   0.0091
fatigue_25K               200.0000                         1.0321                         0.9731                         1.0293                         1.0356                         1.0388                         1.0495   0.0116
fatigue_30K               200.0000                         0.9967                         0.9014                         0.9904                         1.0005                         1.0085                         1.0226   0.0175
fatigue_35K               200.0000                         0.9885                         0.8233                         0.9762                         0.9962                         1.0079                         1.0442   0.0299
fatigue_40K               200.0000                         0.9710                         0.8033                         0.9556                         0.9786                         0.9956                         1.0605   0.0407
fatigue_Meta              200.0000                         0.9726                         0.7461                         0.9569                         0.9824                         1.0045                         1.0660   0.0546
ratio_time_total_5K       200.0000                         0.1167                         0.1065                         0.1155                         0.1172                         0.1184                         0.1220   0.0024
ratio_time_total_10K      200.0000                         0.1166                         0.1067                         0.1155                         0.1171                         0.1181                         0.1211   0.0023
ratio_time_total_15K      200.0000                         0.1174                         0.1077                         0.1166                         0.1179                         0.1189                         0.1213   0.0022
ratio_time_total_20K      200.0000                         0.1165                         0.1065                         0.1155                         0.1168                         0.1179                         0.1198   0.0019
ratio_time_total_Media    200.0000                         0.0257                         0.0244                         0.0255                         0.0258                         0.0260                         0.0266   0.0004
ratio_time_total_25K      200.0000                         0.0916                         0.0865                         0.0910                         0.0918                         0.0925                         0.0951   0.0013
ratio_time_total_30K      200.0000                         0.1187                         0.1134                         0.1179                         0.1188                         0.1195                         0.1258   0.0016
ratio_time_total_35K      200.0000                         0.1200                         0.1154                         0.1182                         0.1193                         0.1209                         0.1434   0.0031
ratio_time_total_40K      200.0000                         0.1227                         0.1130                         0.1196                         0.1217                         0.1245                         0.1442   0.0048
ratio_time_total_Meta     200.0000                         0.0540                         0.0490                         0.0521                         0.0533                         0.0547                         0.0701   0.0033
PCA1                      200.0000                        -6.3077                        -7.9904                        -6.5722                        -6.1470                        -5.8762                        -5.6422   0.5622
PCA2                      200.0000                         0.3663                        -0.1004                         0.2086                         0.3109                         0.4761                         1.3259   0.2428
PCA3                      200.0000                        -0.3651                        -0.6142                        -0.4396                        -0.3844                        -0.3186                         0.1134   0.1140
tiempo_total              200.0000                      8840.0343                      7453.9380                      8641.0015                      8962.0040                      9180.9652                      9357.8170 452.5312
pace                      200.0000                         2.3933                         2.2545                         2.2980                         2.3541                         2.4416                         2.8304   0.1323
delta_inicio_fin          200.0000                        -0.2358                        -1.5647                        -0.3760                        -0.1652                        -0.0301                         0.3648   0.3383
concavidad                200.0000                         0.3348                        -0.2525                         0.2712                         0.3626                         0.4477                         0.6296   0.1602
TSNE1                     200.0000                       -96.3428                       -99.7880                       -97.3402                       -96.7498                       -95.9106                       -90.4500   1.7901
TSNE2                     200.0000                        -0.9990                       -10.4318                        -5.8961                        -1.0980                         4.6784                        10.2307   5.7528


