
=== Evento(s): Marato ===
                                  athlete_id  split  netTime_sec       anomaly_type
415099                              54C24Z86    30K    14911.546  Outlier de tiempo
415100                              54C24Z86    35K    17694.477  Outlier de tiempo
415101                              54C24Z86    40K    20471.691  Outlier de tiempo
415102                              54C24Z86   Meta    21733.941  Outlier de tiempo
416267                              9B8CD7ZB    10K     4864.175  Outlier de tiempo
416268                              9B8CD7ZB    15K     7351.819  Outlier de tiempo
416269                              9B8CD7ZB    20K     9470.259  Outlier de tiempo
416270                              9B8CD7ZB  Media    10002.115  Outlier de tiempo
416271                              9B8CD7ZB    25K    12509.835  Outlier de tiempo
416272                              9B8CD7ZB    30K    14969.695  Outlier de tiempo
416273                              9B8CD7ZB    35K    17244.145  Outlier de tiempo
416516                              AB2YFYFZ    40K    20103.353  Outlier de tiempo
416517                              AB2YFYFZ   Meta    21454.980  Outlier de tiempo
416644                              34379BF1    30K    14988.222  Outlier de tiempo
416645                              34379BF1   Meta    21593.289  Outlier de tiempo
417616                              37F1YYZ3    25K    13003.412  Outlier de tiempo
418251                              9B61D276    20K     9475.141  Outlier de tiempo
418876                              518A5B9F    30K    14691.618  Outlier de tiempo
418877                              518A5B9F    35K    17212.670  Outlier de tiempo
420089                              2248BYDD    15K     7214.351  Outlier de tiempo
420090                              2248BYDD    20K     9836.092  Outlier de tiempo
420091                              2248BYDD  Media    10429.840  Outlier de tiempo
420092                              2248BYDD    25K    12600.282  Outlier de tiempo
420093                              2248BYDD    30K    15409.302  Outlier de tiempo
420094                              2248BYDD    35K    18238.779  Outlier de tiempo
420095                              2248BYDD    40K    21133.853  Outlier de tiempo
420096                              2248BYDD   Meta    22350.642  Outlier de tiempo
421832                              ZFFF2B4Y     5K     2733.970  Outlier de tiempo
421879                              5YC9712F    35K    17481.671  Outlier de tiempo
421880                              5YC9712F    40K    20452.654  Outlier de tiempo
421881                              5YC9712F   Meta    21709.537  Outlier de tiempo
422689                              33DCZZ4C     5K     3200.274  Outlier de tiempo
423579                              3DCFA63F    15K     7056.433  Outlier de tiempo
423580                              3DCFA63F    20K     9560.633  Outlier de tiempo
423581                              3DCFA63F  Media    10129.216  Outlier de tiempo
423582                              3DCFA63F    25K    12326.750  Outlier de tiempo
423811                              C7YZ4F28    30K    14782.271  Outlier de tiempo
423812                              C7YZ4F28    35K    17683.381  Outlier de tiempo
423813                              C7YZ4F28    40K    20595.446  Outlier de tiempo
423814                              C7YZ4F28   Meta    21764.216  Outlier de tiempo
424126                              L72795D6    15K     7353.513  Outlier de tiempo
424224  a586ea7e-a8c9-5a28-85b4-a8b4fc1971b4     5K     2428.158  Outlier de tiempo
424225  a586ea7e-a8c9-5a28-85b4-a8b4fc1971b4    10K     4978.869  Outlier de tiempo
424226  a586ea7e-a8c9-5a28-85b4-a8b4fc1971b4    15K     7615.421  Outlier de tiempo
424227  a586ea7e-a8c9-5a28-85b4-a8b4fc1971b4    20K    10291.855  Outlier de tiempo
424228  a586ea7e-a8c9-5a28-85b4-a8b4fc1971b4  Media    10885.345  Outlier de tiempo
424229  a586ea7e-a8c9-5a28-85b4-a8b4fc1971b4    25K    12895.869  Outlier de tiempo
424230  a586ea7e-a8c9-5a28-85b4-a8b4fc1971b4    30K    15517.422  Outlier de tiempo
424231  a586ea7e-a8c9-5a28-85b4-a8b4fc1971b4    35K    18113.154  Outlier de tiempo
424232  a586ea7e-a8c9-5a28-85b4-a8b4fc1971b4    40K    20695.221  Outlier de tiempo
424233  a586ea7e-a8c9-5a28-85b4-a8b4fc1971b4   Meta    21880.305  Outlier de tiempo
424379                              12B92298    30K    14480.669  Outlier de tiempo
424380                              12B92298    35K    17498.938  Outlier de tiempo
424381                              12B92298    40K    20550.835  Outlier de tiempo
424382                              12B92298   Meta    21772.166  Outlier de tiempo
424802                              137D8B72    10K     4830.103  Outlier de tiempo
424803                              137D8B72    15K     7354.121  Outlier de tiempo
424804                              137D8B72    20K     9467.606  Outlier de tiempo
424805                              137D8B72  Media    10026.617  Outlier de tiempo
424806                              137D8B72    25K    12474.152  Outlier de tiempo
424807                              137D8B72    30K    14972.622  Outlier de tiempo
424808                              137D8B72    35K    17245.112  Outlier de tiempo
425114                              9YZ71DB4    10K     4649.473  Outlier de tiempo
425115                              9YZ71DB4    15K     7052.527  Outlier de tiempo
425348                              3F351BYD     5K     2335.379  Outlier de tiempo
425349                              3F351BYD    10K     4754.649  Outlier de tiempo
425350                              3F351BYD    15K     7253.815  Outlier de tiempo
425351                              3F351BYD    20K     9954.899  Outlier de tiempo
425352                              3F351BYD  Media    10471.831  Outlier de tiempo
425353                              3F351BYD    25K    12369.260  Outlier de tiempo
425354                              3F351BYD    30K    14914.800  Outlier de tiempo
425355                              3F351BYD    35K    17585.000  Outlier de tiempo
425356                              3F351BYD    40K    20206.687  Outlier de tiempo
425776                              2B7ZA98C    15K     7041.022  Outlier de tiempo
427776                              Y95D3A56    10K     4918.498  Outlier de tiempo
427777                              Y95D3A56    15K     7599.337  Outlier de tiempo
427778                              Y95D3A56    20K    10591.480  Outlier de tiempo
428136                              7A37B1DZ     5K     2604.177  Outlier de tiempo
428155                              7F5ZADY8    25K    14125.804  Outlier de tiempo
428156                              7F5ZADY8    40K    20268.343  Outlier de tiempo
429160                              4YFY2553     5K     2399.141  Outlier de tiempo
429161                              4YFY2553    10K     4726.880  Outlier de tiempo
429162                              4YFY2553    15K     7176.168  Outlier de tiempo
429163                              4YFY2553    20K     9766.400  Outlier de tiempo
429164                              4YFY2553  Media    10305.006  Outlier de tiempo
429165                              4YFY2553    25K    12286.768  Outlier de tiempo
429166                              4YFY2553    30K    14918.068  Outlier de tiempo
429167                              4YFY2553    35K    17559.288  Outlier de tiempo
429168                              4YFY2553    40K    20224.488  Outlier de tiempo
429169                              4YFY2553   Meta    21360.523  Outlier de tiempo
429414                              364ACA5F    25K    11956.088  Outlier de tiempo
429415                              364ACA5F    30K    14782.628  Outlier de tiempo
429416                              364ACA5F    35K    17691.627  Outlier de tiempo
429417                              364ACA5F    40K    20459.135  Outlier de tiempo
429418                              364ACA5F   Meta    21497.564  Outlier de tiempo
430028                              B79F45Y9    10K     4759.828  Outlier de tiempo
430029                              B79F45Y9    20K     9953.596  Outlier de tiempo
430030                              B79F45Y9  Media    10488.800  Outlier de tiempo
430031                              B79F45Y9    25K    12595.145  Outlier de tiempo
430032                              B79F45Y9    30K    15198.467  Outlier de tiempo
430033                              B79F45Y9    35K    17923.155  Outlier de tiempo
430034                              B79F45Y9   Meta    21348.588  Outlier de tiempo
430163                              233YF5F2    15K     7028.890  Outlier de tiempo
430164                              233YF5F2    20K     9580.371  Outlier de tiempo
430165                              233YF5F2  Media    10097.533  Outlier de tiempo
430166                              233YF5F2    25K    11999.445  Outlier de tiempo
432383                              615434Y3     5K     2325.665  Outlier de tiempo
432384                              615434Y3    10K     4704.691  Outlier de tiempo
432534                              8YF6F149    10K     4867.469  Outlier de tiempo
432535                              8YF6F149    15K     7351.981  Outlier de tiempo
432536                              8YF6F149    20K     9464.737  Outlier de tiempo
432537                              8YF6F149  Media    10014.700  Outlier de tiempo
432538                              8YF6F149    25K    12476.104  Outlier de tiempo
432539                              8YF6F149    30K    15011.434  Outlier de tiempo
432540                              8YF6F149    35K    17243.234  Outlier de tiempo
432808                              YF4Y4C45    10K     4674.139  Outlier de tiempo
433037                              C391D6ZY    15K     7022.285  Outlier de tiempo
433038                              C391D6ZY    20K     9460.971  Outlier de tiempo
433039                              C391D6ZY  Media    10013.858  Outlier de tiempo
433040                              C391D6ZY    25K    12036.402  Outlier de tiempo
433041                              C391D6ZY    30K    14842.802  Outlier de tiempo
433042                              C391D6ZY    35K    17466.042  Outlier de tiempo
434385                              AD3593FZ    25K    11954.096  Outlier de tiempo
434386                              AD3593FZ    30K    14983.166  Outlier de tiempo
434387                              AD3593FZ    35K    17848.976  Outlier de tiempo
434388                              AD3593FZ    40K    21002.349  Outlier de tiempo
434389                              AD3593FZ   Meta    22132.319  Outlier de tiempo
434607                              3917481Z    25K    15436.975  Outlier de tiempo
435121                              C848F34A    30K    15364.544  Outlier de tiempo
435122                              C848F34A    35K    18235.294  Outlier de tiempo
435123                              C848F34A    40K    21100.014  Outlier de tiempo
435124                              C848F34A   Meta    22217.298  Outlier de tiempo
435138                              265YB778     5K     2337.641  Outlier de tiempo
435141                              265YB778    20K     9416.444  Outlier de tiempo
435142                              265YB778  Media     9923.079  Outlier de tiempo
435146                              265YB778   Meta    21429.850  Outlier de tiempo
435208                              9Z77D5YF    30K    14813.766  Outlier de tiempo
435209                              9Z77D5YF    35K    17821.986  Outlier de tiempo
436225                              F5CAC649    30K    14721.348  Outlier de tiempo
436226                              F5CAC649    35K    17937.868  Outlier de tiempo
436227                              F5CAC649    40K    20440.334  Outlier de tiempo
436228                              F5CAC649   Meta    21455.091  Outlier de tiempo
437061                              YA84A526    25K    12093.799  Outlier de tiempo
437062                              YA84A526    30K    15340.989  Outlier de tiempo
437063                              YA84A526    35K    18635.419  Outlier de tiempo
437064                              YA84A526   Meta    22881.982  Outlier de tiempo
437462                              BFF9FYYC    20K     3250.909  Outlier de tiempo
437463                              BFF9FYYC  Media     3505.886  Outlier de tiempo
438184                              FZF73CFD     5K     3234.048  Outlier de tiempo
438209                              489AFD1Z    20K     9429.547  Outlier de tiempo
438210                              489AFD1Z  Media     9999.185  Outlier de tiempo
438211                              489AFD1Z    25K    12057.057  Outlier de tiempo
438212                              489AFD1Z    30K    14884.925  Outlier de tiempo
438213                              489AFD1Z    35K    17636.367  Outlier de tiempo
438214                              489AFD1Z    40K    20558.866  Outlier de tiempo
438215                              489AFD1Z   Meta    21813.216  Outlier de tiempo
438257                              6Z34A94Z  Media     9912.779  Outlier de tiempo
438681                              696ZZA53    25K    12072.495  Outlier de tiempo
438682                              696ZZA53    30K    15156.125  Outlier de tiempo
439932                              F37985BB     5K     2533.715  Outlier de tiempo
439933                              F37985BB    10K     4668.190  Outlier de tiempo
440192                              F2C44117    10K     4688.698  Outlier de tiempo
440193                              F2C44117    15K     7174.759  Outlier de tiempo
440194                              F2C44117    20K     9586.238  Outlier de tiempo
440195                              F2C44117  Media    10198.016  Outlier de tiempo
440196                              F2C44117    25K    12181.990  Outlier de tiempo
440197                              F2C44117    30K    14783.810  Outlier de tiempo
440198                              F2C44117    35K    17521.200  Outlier de tiempo
440199                              F2C44117    40K    20266.733  Outlier de tiempo
440200                              F2C44117   Meta    21436.892  Outlier de tiempo
441849                              7YD8Z344    10K     4700.676  Outlier de tiempo
441850                              7YD8Z344    15K     7103.773  Outlier de tiempo
441851                              7YD8Z344    20K     9493.864  Outlier de tiempo
441852                              7YD8Z344  Media    10031.299  Outlier de tiempo
441853                              7YD8Z344    25K    11924.741  Outlier de tiempo
441854                              7YD8Z344    30K    14682.591  Outlier de tiempo
442026                              Z1Y77F74     5K     3962.448  Outlier de tiempo
442027                              Z1Y77F74    10K     5961.748  Outlier de tiempo
442028                              Z1Y77F74    15K     7983.132  Outlier de tiempo
442029                              Z1Y77F74    20K    10199.464  Outlier de tiempo
442030                              Z1Y77F74  Media    10645.886  Outlier de tiempo
442031                              Z1Y77F74    25K    12313.698  Outlier de tiempo
442032                              Z1Y77F74    30K    14569.038  Outlier de tiempo
442656                              FDCCA14F    10K     4839.956  Outlier de tiempo
442657                              FDCCA14F    15K     7351.878  Outlier de tiempo
442658                              FDCCA14F    20K     9884.905  Outlier de tiempo
442659                              FDCCA14F  Media    10347.246  Outlier de tiempo
442660                              FDCCA14F    25K    12521.851  Outlier de tiempo
442661                              FDCCA14F    30K    14983.641  Outlier de tiempo
444239                              3A63DD78     5K     2424.818  Outlier de tiempo
444240                              3A63DD78    10K     4840.565  Outlier de tiempo
444241                              3A63DD78    15K     7269.606  Outlier de tiempo
444242                              3A63DD78    20K     9760.367  Outlier de tiempo
444243                              3A63DD78  Media    10310.018  Outlier de tiempo
444244                              3A63DD78    25K    12281.533  Outlier de tiempo
444245                              3A63DD78    30K    14806.365  Outlier de tiempo
444246                              3A63DD78    35K    17360.443  Outlier de tiempo
444325                              3Y5DD486    30K    14507.472  Outlier de tiempo
444326                              3Y5DD486    35K    17481.270  Outlier de tiempo
444327                              3Y5DD486    40K    20411.931  Outlier de tiempo
444328                              3Y5DD486   Meta    21627.622  Outlier de tiempo
444428                              6BY732FF     5K     2660.748  Outlier de tiempo
444429                              6BY732FF    10K     5624.661  Outlier de tiempo
446605                              373F462D    10K     4711.079  Outlier de tiempo
446606                              373F462D    15K     7469.742  Outlier de tiempo
446607                              373F462D    20K    10252.716  Outlier de tiempo
446608                              373F462D  Media    10875.701  Outlier de tiempo
448336                              67FF7YZ6     5K     2365.774  Outlier de tiempo
448337                              67FF7YZ6    10K     4719.096  Outlier de tiempo
448338                              67FF7YZ6    15K     7142.266  Outlier de tiempo
448339                              67FF7YZ6    20K     9625.240  Outlier de tiempo
448340                              67FF7YZ6  Media    10184.306  Outlier de tiempo
448341                              67FF7YZ6    25K    12161.452  Outlier de tiempo
448342                              67FF7YZ6    30K    14876.922  Outlier de tiempo
448343                              67FF7YZ6    35K    17690.912  Outlier de tiempo
451185                              2B4YZYC2    30K    15289.062  Outlier de tiempo
452710                              3A65D115    35K    17462.111  Outlier de tiempo
452711                              3A65D115   Meta    21597.497  Outlier de tiempo
456985                              B119DAF2    15K     2488.966  Outlier de tiempo
457086                              YY1C827F    30K    14816.452  Outlier de tiempo
457726                              ZC433469    35K    17230.166  Outlier de tiempo
457727                              ZC433469    40K    20145.226  Outlier de tiempo
457812                              AA72BF14    25K    12124.958  Outlier de tiempo
457813                              AA72BF14    30K    14569.177  Outlier de tiempo
459718  9ab728c8-2ff6-4ed5-9aeb-af68a87883cd    25K    13046.676  Outlier de tiempo
459719  9ab728c8-2ff6-4ed5-9aeb-af68a87883cd    30K    15369.278  Outlier de tiempo
459720  9ab728c8-2ff6-4ed5-9aeb-af68a87883cd    35K    17593.838  Outlier de tiempo
461292                              F32BA8D9     5K     2337.881  Outlier de tiempo
461293                              F32BA8D9    10K     4779.392  Outlier de tiempo
461294                              F32BA8D9    15K     7250.489  Outlier de tiempo
461295                              F32BA8D9    20K     9460.976  Outlier de tiempo
461296                              F32BA8D9  Media     9969.270  Outlier de tiempo
461817                              7C7AFCA4     5K      808.218  Outlier de tiempo
461895                              C3DB562C  Media     9908.833  Outlier de tiempo
461896                              C3DB562C    25K    12169.242  Outlier de tiempo
461897                              C3DB562C   Meta    21502.695  Outlier de tiempo
462547                              6BBD4896    10K     4816.282  Outlier de tiempo
462548                              6BBD4896    15K     7350.892  Outlier de tiempo
462549                              6BBD4896    20K     9467.512  Outlier de tiempo
462550                              6BBD4896  Media    10001.234  Outlier de tiempo
462551                              6BBD4896    25K    12467.620  Outlier de tiempo
462552                              6BBD4896    30K    14955.060  Outlier de tiempo
462553                              6BBD4896    35K    17244.146  Outlier de tiempo
462952                              877Z6668    10K     4816.574  Outlier de tiempo
462953                              877Z6668    15K     7350.059  Outlier de tiempo
462954                              877Z6668    20K     9475.802  Outlier de tiempo
462955                              877Z6668  Media    10006.387  Outlier de tiempo
462956                              877Z6668    25K    12467.223  Outlier de tiempo
462957                              877Z6668    30K    14981.103  Outlier de tiempo
462958                              877Z6668    35K    17243.586  Outlier de tiempo
463374                              DC4DY796    20K     9574.405  Outlier de tiempo
463375                              DC4DY796  Media    10091.544  Outlier de tiempo
463376                              DC4DY796    25K    11877.684  Outlier de tiempo
463377                              DC4DY796    30K    14487.214  Outlier de tiempo
463378                              DC4DY796    35K    17695.980  Outlier de tiempo
463379                              DC4DY796    40K    20496.103  Outlier de tiempo
463380                              DC4DY796   Meta    21645.785  Outlier de tiempo
463597                              B1Z2DB8Y    10K     4799.126  Outlier de tiempo
463598                              B1Z2DB8Y    15K     7411.523  Outlier de tiempo
463599                              B1Z2DB8Y    20K    10185.210  Outlier de tiempo
463600                              B1Z2DB8Y  Media    10827.825  Outlier de tiempo
463601                              B1Z2DB8Y    25K    12873.402  Outlier de tiempo
463822                              CBZ5Z383    10K     4755.034  Outlier de tiempo
463823                              CBZ5Z383    15K     7105.485  Outlier de tiempo
463824                              CBZ5Z383    20K     9602.213  Outlier de tiempo
463825                              CBZ5Z383  Media    10143.286  Outlier de tiempo
463826                              CBZ5Z383    25K    12117.432  Outlier de tiempo
463827                              CBZ5Z383    30K    14829.502  Outlier de tiempo
463828                              CBZ5Z383    35K    17617.312  Outlier de tiempo
463829                              CBZ5Z383    40K    20431.598  Outlier de tiempo
463830                              CBZ5Z383   Meta    21583.485  Outlier de tiempo
466188                              2134376D  Media     9908.247  Outlier de tiempo
466189                              2134376D    25K    12022.725  Outlier de tiempo
466190                              2134376D    30K    14765.322  Outlier de tiempo
466191                              2134376D    35K    17628.205  Outlier de tiempo
466192                              2134376D    40K    20365.575  Outlier de tiempo
466193                              2134376D   Meta    21483.348  Outlier de tiempo
468515                              6B7BZ412    15K     7113.768  Outlier de tiempo
468516                              6B7BZ412    20K     9757.297  Outlier de tiempo
468517                              6B7BZ412  Media    10403.755  Outlier de tiempo
468518                              6B7BZ412    25K    12142.160  Outlier de tiempo
469644                              YF69BZ57    40K    20239.833  Outlier de tiempo
469645                              YF69BZ57   Meta    21533.698  Outlier de tiempo
469788                              Y3B15Z5C    10K     5005.170  Outlier de tiempo
469789                              Y3B15Z5C    15K     7249.782  Outlier de tiempo
469790                              Y3B15Z5C    20K     9768.745  Outlier de tiempo
469791                              Y3B15Z5C  Media    10329.045  Outlier de tiempo
469792                              Y3B15Z5C    25K    12532.556  Outlier de tiempo
469793                              Y3B15Z5C    30K    15429.427  Outlier de tiempo
470598                              Y77B893F    10K     4866.726  Outlier de tiempo
470599                              Y77B893F    20K     9477.138  Outlier de tiempo
470600                              Y77B893F  Media    10050.829  Outlier de tiempo
471717                              9Z485A33    10K     4818.439  Outlier de tiempo
471718                              9Z485A33    15K     7157.533  Outlier de tiempo
471719                              9Z485A33    20K     9647.201  Outlier de tiempo
471720                              9Z485A33  Media    10507.721  Outlier de tiempo
471721                              9Z485A33    25K    12570.822  Outlier de tiempo
471722                              9Z485A33    30K    15387.952  Outlier de tiempo
473157                              Z722266Y     5K     3874.387  Outlier de tiempo
473158                              Z722266Y    10K     5453.592  Outlier de tiempo
473159                              Z722266Y    15K     7003.857  Outlier de tiempo
474228                              3D5A7F9C    10K     4818.133  Outlier de tiempo
474229                              3D5A7F9C    15K     7157.695  Outlier de tiempo
474230                              3D5A7F9C    20K     9647.194  Outlier de tiempo
474231                              3D5A7F9C  Media    10507.984  Outlier de tiempo
474232                              3D5A7F9C    25K    12570.177  Outlier de tiempo
474233                              3D5A7F9C    30K    15387.807  Outlier de tiempo
474397                              64AAA6ZD    20K     9379.579  Outlier de tiempo
474398                              64AAA6ZD  Media    10028.710  Outlier de tiempo
474399                              64AAA6ZD    25K    12443.264  Outlier de tiempo
474400                              64AAA6ZD    30K    15518.284  Outlier de tiempo
474401                              64AAA6ZD    35K    18458.364  Outlier de tiempo
474402                              64AAA6ZD    40K    21510.091  Outlier de tiempo
474403                              64AAA6ZD   Meta    22803.257  Outlier de tiempo
477675                              73FF5C75     5K     2338.125  Outlier de tiempo
477678                              73FF5C75    20K     9418.037  Outlier de tiempo
477679                              73FF5C75  Media     9923.376  Outlier de tiempo
477827                              Y4Y19CB7    10K     4828.371  Outlier de tiempo
477828                              Y4Y19CB7    15K     7353.218  Outlier de tiempo
477829                              Y4Y19CB7    20K     9618.780  Outlier de tiempo
477830                              Y4Y19CB7  Media    10017.153  Outlier de tiempo
477831                              Y4Y19CB7    25K    12522.998  Outlier de tiempo
477832                              Y4Y19CB7    30K    14995.779  Outlier de tiempo
477833                              Y4Y19CB7    35K    17248.198  Outlier de tiempo
478030                              994976Z6    15K     6983.049  Outlier de tiempo
478031                              994976Z6    20K     9389.182  Outlier de tiempo
478032                              994976Z6  Media     9991.729  Outlier de tiempo
478033                              994976Z6    25K    11999.744  Outlier de tiempo
478034                              994976Z6    30K    14668.364  Outlier de tiempo
478035                              994976Z6    35K    17287.194  Outlier de tiempo
478297                              32CAA73C     5K     3086.093  Outlier de tiempo
478298                              32CAA73C    10K     4673.693  Outlier de tiempo
480180                              13137YZ8    25K    12003.463  Outlier de tiempo
480181                              13137YZ8    30K    14822.808  Outlier de tiempo
480182                              13137YZ8    35K    17655.688  Outlier de tiempo
480183                              13137YZ8    40K    20291.435  Outlier de tiempo
483029                              ZBZ6DB24    25K    11974.183  Outlier de tiempo
483030                              ZBZ6DB24    30K    15272.134  Outlier de tiempo
483643                              52ZZ3AAD  Media     9960.207  Outlier de tiempo
483644                              52ZZ3AAD    25K    11870.982  Outlier de tiempo
483645                              52ZZ3AAD    30K    14510.902  Outlier de tiempo
485192                              449592ZD    15K     6993.113  Outlier de tiempo
485193                              449592ZD    20K     9409.391  Outlier de tiempo
485194                              449592ZD  Media     9971.930  Outlier de tiempo
485195                              449592ZD    25K    11874.880  Outlier de tiempo
485196                              449592ZD    30K    14530.630  Outlier de tiempo
485197                              449592ZD    35K    17296.622  Outlier de tiempo
486141                              9Y362952     5K     2732.493  Outlier de tiempo
486317                              ZD48A3ZA    25K    11873.052  Outlier de tiempo
486318                              ZD48A3ZA    30K    14857.142  Outlier de tiempo
486319                              ZD48A3ZA    35K    17638.862  Outlier de tiempo
486320                              ZD48A3ZA    40K    20614.437  Outlier de tiempo
486321                              ZD48A3ZA   Meta    21701.091  Outlier de tiempo
486669                              223C21Z3    10K     4658.750  Outlier de tiempo
486670                              223C21Z3    15K     7226.858  Outlier de tiempo
486671                              223C21Z3    20K     9820.024  Outlier de tiempo
486672                              223C21Z3  Media    10433.198  Outlier de tiempo
486673                              223C21Z3    25K    12583.520  Outlier de tiempo
486674                              223C21Z3    30K    15392.770  Outlier de tiempo
486675                              223C21Z3    40K    20562.180  Outlier de tiempo
486676                              223C21Z3   Meta    21577.464  Outlier de tiempo
486859                              F5CZ7A19    30K    14968.169  Outlier de tiempo
486860                              F5CZ7A19    35K    18239.199  Outlier de tiempo
486861                              F5CZ7A19    40K    21420.107  Outlier de tiempo
486862                              F5CZ7A19   Meta    22672.114  Outlier de tiempo
489043                              8143YYF3    20K     9469.043  Outlier de tiempo
489044                              8143YYF3  Media    10033.192  Outlier de tiempo
489045                              8143YYF3    35K    17250.781  Outlier de tiempo
491646                              D5ABCA77     5K     2329.700  Outlier de tiempo
491647                              D5ABCA77    10K     4832.439  Outlier de tiempo
491648                              D5ABCA77    15K     7251.703  Outlier de tiempo
491649                              D5ABCA77    20K     9803.499  Outlier de tiempo
491650                              D5ABCA77  Media    10366.638  Outlier de tiempo
491651                              D5ABCA77    25K    12348.280  Outlier de tiempo
491652                              D5ABCA77    30K    14744.090  Outlier de tiempo
494247                              1D11432A    10K     1622.719  Outlier de tiempo
494823                              649B1971    30K    15262.000  Outlier de tiempo
494895                              887B9F33    15K     7631.346  Outlier de tiempo
494896                              887B9F33    20K    10463.217  Outlier de tiempo
494897                              887B9F33  Media    11019.698  Outlier de tiempo
494898                              887B9F33    25K    13624.675  Outlier de tiempo
494899                              887B9F33    35K    18479.079  Outlier de tiempo
494900                              887B9F33    40K    21274.709  Outlier de tiempo
494901                              887B9F33   Meta    22616.703  Outlier de tiempo
495015                              YA614D7B    15K     7217.066  Outlier de tiempo
495016                              YA614D7B    20K     9649.169  Outlier de tiempo
495017                              YA614D7B  Media    10274.368  Outlier de tiempo
495018                              YA614D7B    25K    12425.342  Outlier de tiempo
495019                              YA614D7B    30K    15532.734  Outlier de tiempo
495263                              769FAF62    40K    20423.125  Outlier de tiempo
495264                              769FAF62   Meta    21520.447  Outlier de tiempo
495581                              CFFA7ZDD    10K     4816.693  Outlier de tiempo
495582                              CFFA7ZDD    15K     7353.891  Outlier de tiempo
495583                              CFFA7ZDD    20K     9475.699  Outlier de tiempo
495584                              CFFA7ZDD  Media    10018.773  Outlier de tiempo
495585                              CFFA7ZDD    25K    12465.276  Outlier de tiempo
495586                              CFFA7ZDD    30K    14986.933  Outlier de tiempo
495587                              CFFA7ZDD    35K    17248.896  Outlier de tiempo
497175  7e85f9c9-5aad-5da3-9bc2-f4673084cebe    20K     9476.513  Outlier de tiempo
498664                              798C981Z     5K     2402.462  Outlier de tiempo
498665                              798C981Z    10K     4730.926  Outlier de tiempo
498666                              798C981Z    20K     9370.676  Outlier de tiempo
498667                              798C981Z  Media     9913.840  Outlier de tiempo
500113                              F5993791    10K     5294.913  Outlier de tiempo
500114                              F5993791    15K     7234.062  Outlier de tiempo
501057                              Z2721F8Y    10K     4867.609  Outlier de tiempo
501058                              Z2721F8Y    15K     7351.692  Outlier de tiempo
501059                              Z2721F8Y    20K     9464.691  Outlier de tiempo
501060                              Z2721F8Y  Media    10005.551  Outlier de tiempo
501061                              Z2721F8Y    25K    12469.272  Outlier de tiempo
501062                              Z2721F8Y    30K    14967.901  Outlier de tiempo
501063                              Z2721F8Y    35K    17246.352  Outlier de tiempo
501635                              F7345ZD6   Meta    22246.339  Outlier de tiempo
501648                              7FZB57CD     5K      821.408  Outlier de tiempo
501651                              7FZB57CD    20K     9494.107  Outlier de tiempo
501652                              7FZB57CD  Media    10030.252  Outlier de tiempo
501653                              7FZB57CD    25K    12298.731  Outlier de tiempo
501654                              7FZB57CD    30K    15183.306  Outlier de tiempo
501655                              7FZB57CD    35K    17853.531  Outlier de tiempo
501656                              7FZB57CD    40K    20650.989  Outlier de tiempo
501657                              7FZB57CD   Meta    21726.765  Outlier de tiempo
502578                              AFADC9BA    15K     7125.018  Outlier de tiempo
502579                              AFADC9BA    20K     9740.022  Outlier de tiempo
503174                              AF7CF58Z    20K    11416.294  Outlier de tiempo
503175                              AF7CF58Z  Media    11878.740  Outlier de tiempo
504177                              ZAAC9DF3     5K     2671.289  Outlier de tiempo
504178                              ZAAC9DF3    10K     5139.193  Outlier de tiempo
504179                              ZAAC9DF3    15K     7700.938  Outlier de tiempo
504180                              ZAAC9DF3    20K    10323.398  Outlier de tiempo
504181                              ZAAC9DF3  Media    10911.400  Outlier de tiempo
504182                              ZAAC9DF3    25K    12984.828  Outlier de tiempo
504183                              ZAAC9DF3    30K    15605.968  Outlier de tiempo
504295                              2F98C2FY    10K     1623.423  Outlier de tiempo
504486                              BZ5CF592    10K     4693.604  Outlier de tiempo
507319                              91CFAB7A    25K    12000.290  Outlier de tiempo
507320                              91CFAB7A    30K    14920.850  Outlier de tiempo
507321                              91CFAB7A    35K    17501.110  Outlier de tiempo
508209                              YB8ZB8ZY    25K    12113.686  Outlier de tiempo
508210                              YB8ZB8ZY    30K    14949.452  Outlier de tiempo
508211                              YB8ZB8ZY    35K    17974.882  Outlier de tiempo
508212                              YB8ZB8ZY    40K    20785.589  Outlier de tiempo
508213                              YB8ZB8ZY   Meta    21982.775  Outlier de tiempo
508422                              ZFD924BD    35K    17262.636  Outlier de tiempo
508423                              ZFD924BD    40K    20267.905  Outlier de tiempo
508424                              ZFD924BD   Meta    21446.272  Outlier de tiempo
508796                              67CB19C6    10K     4817.457  Outlier de tiempo
508797                              67CB19C6    15K     7352.251  Outlier de tiempo
508798                              67CB19C6    20K     9470.952  Outlier de tiempo
508799                              67CB19C6  Media    10018.058  Outlier de tiempo
508800                              67CB19C6    25K    12479.693  Outlier de tiempo
508801                              67CB19C6    30K    14984.765  Outlier de tiempo
508802                              67CB19C6    35K    17242.463  Outlier de tiempo
510011                              AY3659A2    25K    11972.487  Outlier de tiempo
510012                              AY3659A2    30K    14900.217  Outlier de tiempo
510013                              AY3659A2    35K    17572.567  Outlier de tiempo
510014                              AY3659A2    40K    20231.864  Outlier de tiempo
510015                              AY3659A2   Meta    21357.098  Outlier de tiempo
510318                              3ZAF1BZD    10K     4755.670  Outlier de tiempo
